,ARI,FleschReadingEase,SMOGIndex,FleschKincaidGradeLevel,GunningFogIndex,ColemanLiauIndex,LIX,RIX
0,4.894117647058824,95.0271,7.4721359549995805,4.2282,8.3686,4.7249,32.68627450980392,2.6666666666666665
1,7.797857142857143,64.6629,9.70820393249937,9.4571,11.2571,6.1912,28.142857142857146,1.5
2,5.101666666666667,86.7317,7.4721359549995805,5.6337,8.6815,4.4572,23.555555555555557,1.0
3,0.4933333333333323,86.4207,8.0,2.6959,7.8054,2.8951,25.08558558558559,1.1666666666666667
4,2.956666666666667,84.9,5.738612787525831,3.6533,4.7111,5.7356,28.444444444444446,1.75
5,-0.8633333333333333,111.9083,3.0,-1.3559,1.6,0.4389,8.203703703703704,0.16666666666666666
6,1.2852150537634408,99.8044,6.16227766016838,1.8229,5.2903,3.2418,16.78494623655914,0.6666666666666666
7,2.6579090909090937,84.4291,9.123724356957943,4.7127,8.8364,3.5435,24.65909090909091,1.5
8,15.313714285714285,55.2871,12.486832980505138,14.2429,17.4286,7.4077,52.14285714285714,6.0
9,3.5493999999999986,99.225,6.872983346207419,0.91,5.6,6.7296,30.25,1.5
10,4.877549019607848,86.1876,7.4721359549995805,3.9706,6.7529,7.365,31.92156862745098,2.333333333333333
11,-2.3562499999999997,107.6,3.0,-0.755,1.6,-1.9488,4.0,0.0
12,3.5591304347826096,96.7791,5.449489742783178,2.9901,5.7797,4.6471,23.94492753623189,1.4
13,2.6770285714285755,86.366,7.140393356054124,2.952,6.0,5.6804,21.142857142857142,1.0
14,5.870000000000001,75.65,9.70820393249937,4.4467,10.8,9.65,27.5,1.5
15,10.783750000000005,69.675,10.745966692414834,9.5033,12.9333,8.2279,40.66666666666667,4.0
16,1.0782142857142851,100.0229,5.738612787525831,1.0471,4.2286,3.6846,21.285714285714285,1.0
17,5.91,86.7329,7.4721359549995805,5.3851,8.3686,5.9953,24.84313725490196,1.3333333333333333
18,2.9315217391304387,87.3522,7.898979485566356,3.3113,7.0783,5.6515,22.243478260869566,1.2
19,3.672878787878787,84.9523,8.477225575051662,4.8882,8.3273,4.3759,26.03030303030303,1.6666666666666667
20,-2.3935101010101008,102.7932,4.825741858350553,-0.0845,2.5091,-1.1875,9.434343434343436,0.2222222222222222
21,3.2722666666666704,87.04299999999999,3.0,3.1060000000000003,3.2,6.2804,16.333333333333336,0.6666666666666666
22,2.2796153846153833,89.5169,8.477225575051662,4.0031,8.2769,3.4135,20.69230769230769,1.0
23,1.6650537634408629,97.0753,6.872983346207419,2.2035,5.9355,3.7168,18.397849462365595,0.8333333333333334
24,7.7650000000000015,79.5575,7.4721359549995805,6.1375,8.0667,8.83,28.5,2.0
25,4.850378787878785,83.0295,8.477225575051662,5.1564,8.3273,5.8484,26.03030303030303,1.6666666666666667
26,7.371142857142857,80.8086,6.872983346207419,6.2114,7.9429,7.5603,34.64285714285714,3.0
27,20.919375,43.5525,3.0,19.1092,19.2,6.5215,60.5,6.0
28,1.8976190476190489,98.9843,7.4721359549995805,2.1857,6.6857,3.5057,23.095238095238088,1.3333333333333333
29,1.7356015037593977,94.8968,7.629100498862757,1.2653,7.2632,4.2487,18.586466165413533,0.7142857142857143
30,-0.7172727272727286,108.4541,6.4641016151377535,-0.3773,4.8242,1.4297,12.66060606060606,0.4
31,3.958916666666667,98.465,9.32455532033676,2.755,9.2,5.3627,25.833333333333336,1.6666666666666667
